Risk_ID,Risk,Risk_Category,Likelihood_Score,Impact_Score,Probability,Expected_Loss_B,Monte_Carlo_Mean_B,Monte_Carlo_P90_B,ML_Warning_Percent,Risk_Score,High_Risk_Event
R7,Customer Data Breach and Information Security Risk,Cybersecurity,5.535491809975205,7.61929724633794,0.5522141457518808,3.839266088625306,3.1236334485455512,11.50083718974377,65.92539707434287,42.176557504870296,1
R8,System Downtime and AI Platform Unavailability,Technical,7.1699729029073085,9.0,0.5621263877241662,3.96755568576626,3.9428788048302827,9.32766030949959,80.01236139107583,64.52975612616578,1
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,7.877825168480114,9.0,0.5393008410861508,3.969411146827594,3.316596209936673,9.058519922426505,91.0403380463677,70.90042651632102,1
R8,System Downtime and AI Platform Unavailability,Technical,6.513285503957251,9.0,0.5585237901384065,4.0939780278250995,4.8172039459427864,10.881159116497244,65.8489191475913,58.619569535615256,1
R14,"Regulatory Non-Compliance, Shadow AI and AI Governance Risk",Compliance,5.3353068038049924,4.139302109964111,0.4128703968389769,1.2416982478303693,2.431574097573013,5.021751147713149,30.98096170938116,22.084446710295886,0
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,7.747368031611802,8.738376922772062,0.8444074086897179,4.867865592164995,4.818688150444563,8.766449371276458,78.77600741369208,67.69942201965858,1
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,6.4409745067661435,8.903672676040898,0.5971806142064501,4.624204722438931,4.110161571710198,12.222050788209607,85.58210841577383,57.34832872296971,1
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,7.514588990690539,9.0,0.7481083411680408,4.554821728563026,4.5454160391265885,10.260578232594593,80.92176130929982,67.63130091621485,1
R6,Legacy System Integration Failure and Vendor Dependency,Technical,7.771945980876376,7.636328044021303,0.729349941395562,4.119879982370796,3.639211084072236,6.7905221528647814,80.8900012363483,59.349129050384924,1
R8,System Downtime and AI Platform Unavailability,Technical,6.027731452275928,9.0,0.6019029928155046,1.9532182603288477,4.1253462166362675,8.40117793343845,66.60475901951672,54.249583070483354,1
R6,Legacy System Integration Failure and Vendor Dependency,Technical,8.952209122626462,8.418084404181727,0.5334761597108484,4.146027813744991,4.414628545315933,6.242525648765671,90.23955311112022,75.3604519981552,1
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,9.0,9.0,0.644759635290118,6.8453197102823315,4.873973140183079,8.493542812882572,96.46585548742851,81.0,1
R8,System Downtime and AI Platform Unavailability,Technical,5.690350709988102,7.741289183562773,0.5250375389352456,3.3403065069144366,4.406493191354973,8.85628965845973,61.188073842561465,44.050650401909635,1
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,4.497240478337785,9.0,0.7112202615186515,5.111694814204334,5.46384435970539,9.827385602844297,79.50798562716561,40.47516430504007,1
R8,System Downtime and AI Platform Unavailability,Technical,6.4674196977795955,9.0,0.540110969869743,2.5578967440987865,5.302397351255116,8.753894559456956,72.66478934874527,58.20677728001636,1
R6,Legacy System Integration Failure and Vendor Dependency,Technical,9.0,6.533140639986268,0.58331045784456,2.909835832420473,2.7646415523520194,6.9978777949174695,69.28686617128095,58.798265759876415,1
R6,Legacy System Integration Failure and Vendor Dependency,Technical,9.0,8.413347502978057,0.6237918937053131,2.5665437135239495,3.546271807767186,7.193399508638538,73.78486504381482,75.72012752680251,1
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,8.106329104828443,9.0,0.6221328734039013,7.731202001538513,3.5703066247559274,7.9777972382474385,86.65783427512298,72.956961943456,1
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,7.08939391914565,9.0,0.6675458211686337,6.4144933441262,5.479969739401705,9.918045369498486,82.00498427102026,63.80454527231085,1
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,6.68152148934966,8.712848681040292,0.7234786522371023,6.2763177641638235,3.157313900461199,9.950862249337574,83.13837345057969,58.21508569582255,1
R7,Customer Data Breach and Information Security Risk,Cybersecurity,5.947616937661409,7.165687918339931,0.3693530951266077,2.2530298168613836,3.3815865380699575,9.355776521675777,78.41149849820226,42.6187668331143,1
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,6.760821333969831,9.0,0.7513928655852169,5.2994452637249685,4.405441603582957,9.846308825893605,86.62155504096461,60.84739200572848,1
R6,Legacy System Integration Failure and Vendor Dependency,Technical,9.0,9.0,0.5867769668879359,3.4923247569858966,5.367241161882255,6.42049961411734,80.3857646904027,81.0,1
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,5.90860956270653,8.264698704665195,0.8007817049967699,5.6181158592488,4.912212784705349,10.61406037737274,95.59579971079675,48.832877799273035,1
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,6.55536244175436,9.0,0.6062267740657901,6.104390156909886,6.51863762842483,10.02542382296476,100.0,58.99826197578924,1
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,5.941614597152948,8.538377062525726,0.6936475362864691,6.0689880142839,4.399756559400144,6.1481969593834,86.74424673444345,50.73174579069876,1
R8,System Downtime and AI Platform Unavailability,Technical,9.0,9.0,0.5380613299118954,4.209415089973795,5.024644770708277,8.567488243960735,71.87174685708796,81.0,1
R8,System Downtime and AI Platform Unavailability,Technical,5.658554842200303,9.0,0.4947106681524126,3.916873299901208,4.751556068869531,10.858804824184789,88.40952881389988,50.926993579802726,1
R6,Legacy System Integration Failure and Vendor Dependency,Technical,9.0,8.85779289127891,0.5858495144042064,2.4724952873386963,2.675099294434456,7.021722422464295,78.98654373750723,79.72013602151019,1
R6,Legacy System Integration Failure and Vendor Dependency,Technical,9.0,8.263373204661848,0.4997787985895517,2.9383441977670723,3.038187644487184,6.110278124941066,78.3467723629501,74.37035884195663,1
R6,Legacy System Integration Failure and Vendor Dependency,Technical,7.680854954798055,8.79215892281219,0.6756965091850735,4.246352778866115,4.582598297263852,5.997916852604846,69.54779273006665,67.53129742565393,1
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,7.000699117557175,9.0,0.6257947029813035,5.355258026011377,4.501904777222839,10.394781143745433,84.38124784413581,63.00629205801457,1
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,7.155036623595518,8.970522056805601,0.6365260183092989,4.458640386015749,5.340384990758997,9.078952260132068,97.3319439086615,64.18441384921547,1
R8,System Downtime and AI Platform Unavailability,Technical,4.921623345081057,7.883423930081186,0.38579773077800505,3.9964429809706363,5.081988864468066,9.348470590713093,66.9009762659003,38.79924325345822,1
R6,Legacy System Integration Failure and Vendor Dependency,Technical,9.0,8.000481739080755,0.7601816354738898,3.6801206037514262,4.682032484146994,6.926567560040533,69.36758583026217,72.00433565172679,1
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,7.098745777637335,8.882689368611512,0.7200382015536506,4.104610930529204,4.909237182904728,9.115430071000112,91.81091126498885,63.05595364949502,1
R14,"Regulatory Non-Compliance, Shadow AI and AI Governance Risk",Compliance,6.059586225432097,5.675130450762828,0.5127463842691399,1.3167627219264344,2.4105844480724294,5.1834742981894255,36.023628485488075,34.38894230697268,0
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,5.3302208279315995,9.0,0.5806799015240702,4.351042374582961,6.481030970611734,6.957600421535487,91.35081255429905,47.97198745138439,1
R6,Legacy System Integration Failure and Vendor Dependency,Technical,7.5869756546582225,7.12626353290465,0.755716509463203,3.2308308296656234,3.7436741478792848,5.73913835611661,81.59308891481658,54.06678793282627,1
R14,"Regulatory Non-Compliance, Shadow AI and AI Governance Risk",Compliance,7.971822690172735,5.972137574427084,0.3931427941690743,2.132270853708145,3.011836563711958,5.239991701071433,33.51716397518973,47.60882182465099,1
R7,Customer Data Breach and Information Security Risk,Cybersecurity,4.5818569659907284,9.0,0.47780653642893367,3.21137303017726,3.104257589433577,9.604085434509205,57.17301777907974,41.23671269391656,1
R6,Legacy System Integration Failure and Vendor Dependency,Technical,9.0,9.0,0.5824681823844052,3.4267011958317104,4.921361836694759,7.7223387205573175,70.36993686749304,81.0,1
R14,"Regulatory Non-Compliance, Shadow AI and AI Governance Risk",Compliance,7.510296389582323,4.343213191801519,0.31763384266114386,1.4700609578942518,2.1801911642123515,5.129608540614954,32.69404949477227,32.61881835357327,0
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,5.565635032841154,9.0,0.5580787806618376,4.3696233906862645,6.505125402661167,8.188570650968195,89.8917356736134,50.09071529557039,1
R6,Legacy System Integration Failure and Vendor Dependency,Technical,7.2464262820913135,9.0,0.63478688989559,2.5678181762876475,4.290272515298686,5.710339537902087,79.3760785171629,65.21783653882181,1
R8,System Downtime and AI Platform Unavailability,Technical,5.31044277392173,9.0,0.45182616131203274,4.026255686870415,4.986357607042175,9.231785386875627,83.90021882904624,47.79398496529557,1
R6,Legacy System Integration Failure and Vendor Dependency,Technical,8.952735347370991,9.0,0.5750026579284586,3.492092798214423,4.476977841554011,6.8329468395786215,65.83820224087636,80.57461812633892,1
R6,Legacy System Integration Failure and Vendor Dependency,Technical,7.680652110862594,8.796379302892191,0.7051654942421359,3.1741555147099834,4.370091843447966,6.829995587228061,88.69014890723682,67.56192926070695,1
R14,"Regulatory Non-Compliance, Shadow AI and AI Governance Risk",Compliance,8.062209850913712,5.936850859687218,0.28712312531872064,1.8243517216285488,2.251122810605911,4.953907289757496,28.286011393437526,47.86413748437583,1
R14,"Regulatory Non-Compliance, Shadow AI and AI Governance Risk",Compliance,7.446639731517086,5.808054861630787,0.5103255550028114,1.6529803000337784,1.9881951587529767,5.392973432574305,27.258720621084322,43.250492095450795,1
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,7.501033343517345,9.0,0.6417001102669219,6.505986370596462,4.396206392546564,9.175389751867515,81.7821515338066,67.5093000916561,1
R8,System Downtime and AI Platform Unavailability,Technical,6.3494151584431435,9.0,0.549421201933671,4.057368733743526,3.65677637100265,10.573664045931809,73.80719672164356,57.14473642598829,1
R7,Customer Data Breach and Information Security Risk,Cybersecurity,5.047017213123745,8.534440394909666,0.5627477952148464,5.25520664900586,3.3742275034263094,8.70651922129962,76.62707581694161,43.07346757748769,1
R6,Legacy System Integration Failure and Vendor Dependency,Technical,8.127369372628989,9.0,0.5959711609529097,2.6010321116705986,3.1200057205233387,5.264770039536074,62.93057359113952,73.1463243536609,1
R7,Customer Data Breach and Information Security Risk,Cybersecurity,3.7926041683536256,9.0,0.43288089246195927,3.5643861290502485,4.048497706009859,7.758750530823563,68.0592779694724,34.13343751518263,1
R14,"Regulatory Non-Compliance, Shadow AI and AI Governance Risk",Compliance,8.167102914383635,7.4589977020089435,0.29440317298741253,1.7048515559287187,1.9678513559552475,4.332367980856634,42.943014534455266,60.918401870458084,1
R6,Legacy System Integration Failure and Vendor Dependency,Technical,8.377129503576716,9.0,0.5743402965000419,2.583939544675378,4.133296788569796,5.73229089598659,83.46345454204409,75.39416553219044,1
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,9.0,9.0,0.612791193713333,5.371285740534626,4.8980569643262815,10.266661332637307,89.64799282231473,81.0,1
R8,System Downtime and AI Platform Unavailability,Technical,8.083609653905471,8.840747495255355,0.41613622043692367,2.780682832884843,4.194529423274496,9.671700873550005,82.4564629081423,71.4651518003868,1
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,7.694761030846539,8.045255883749313,0.40153529369919333,4.294967828170748,6.377148403125116,9.925879232239893,95.8909984302977,61.90632145746305,1
R8,System Downtime and AI Platform Unavailability,Technical,5.8681838578673045,9.0,0.4512566327370352,4.293622909971694,5.7939068929587805,10.916263020185758,72.15819224885837,52.813654720805744,1
R7,Customer Data Breach and Information Security Risk,Cybersecurity,6.008520824778582,9.0,0.39806469400770567,3.946004717335738,3.3693638750854764,8.163434197302667,59.48367743135707,54.07668742300724,1
R7,Customer Data Breach and Information Security Risk,Cybersecurity,5.494955517561525,9.0,0.5522761490085839,3.7375913289743306,3.6401744689918654,7.4268813306986035,70.97002852821777,49.45459965805372,1
R8,System Downtime and AI Platform Unavailability,Technical,8.495133745517412,9.0,0.5013264437355949,3.53174034636885,5.297756635260376,9.789917005312768,77.77185555285172,76.4562037096567,1
R14,"Regulatory Non-Compliance, Shadow AI and AI Governance Risk",Compliance,5.5585057519363845,5.598209746904525,0.4355271994318646,2.0407402679528834,1.76904312405004,4.854940347340869,32.899033480486615,31.117681078715133,0
R6,Legacy System Integration Failure and Vendor Dependency,Technical,8.519868132304149,9.0,0.6493681813430454,2.774000659865967,3.7201338604800887,4.34196227441359,84.25698885866458,76.67881319073734,1
R6,Legacy System Integration Failure and Vendor Dependency,Technical,9.0,7.696787489625381,0.44409552347039344,3.3728089590330663,3.4656912129389794,5.2925942339399565,84.06685157839483,69.27108740662842,1
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,8.121853189426849,9.0,0.6622069777235547,4.007163026117223,5.131918428749524,10.336706783261864,75.48192175263314,73.09667870484164,1
R6,Legacy System Integration Failure and Vendor Dependency,Technical,9.0,8.958972585280051,0.6394671559458154,2.9504336441290757,4.051439590929505,5.076681789821459,89.95011683258608,80.63075326752046,1
R14,"Regulatory Non-Compliance, Shadow AI and AI Governance Risk",Compliance,7.5055018106114915,5.973967604242617,0.4415735485917657,1.6027010376396154,2.4464336904121016,5.275893617327115,42.179432206577154,44.837624670177355,1
R8,System Downtime and AI Platform Unavailability,Technical,7.607514327149504,9.0,0.536720300607081,3.77108298678741,6.082037907111772,8.733820023597586,82.50752346328652,68.46762894434553,1
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,6.2591675920322976,8.987139871749028,0.552687628200297,5.787289105037602,4.641440530711306,10.8499851671408,83.08480928162898,56.252014630312814,1
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,6.974610953615513,8.59292431267583,0.4860896538696835,3.5527410635748478,5.957223103675301,10.552693024649578,88.70366049427972,59.9323040347779,1
R7,Customer Data Breach and Information Security Risk,Cybersecurity,4.975823022901871,8.486095752324385,0.4289342477908829,3.3096315585793534,5.170836677936679,9.298366976321976,69.1991102293116,42.225310618965445,1
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,8.781625090425367,9.0,0.5166612105260568,4.94293552217858,4.596752457288477,8.021706065988798,83.05119765691236,79.0346258138283,1
R8,System Downtime and AI Platform Unavailability,Technical,7.9888827373090185,9.0,0.4405229746908787,3.4982528091848755,5.069528882905571,8.555720929846187,82.59584099307897,71.89994463578117,1
R14,"Regulatory Non-Compliance, Shadow AI and AI Governance Risk",Compliance,7.357925728691769,6.805673898024959,0.47081374413455757,2.0326497123472964,1.9609371263644422,5.700619362862908,40.0807968375392,50.07564307536385,1
R6,Legacy System Integration Failure and Vendor Dependency,Technical,9.0,9.0,0.5904382706542216,3.2268206255762624,3.1025450098964455,5.7537829023004186,83.34949238278325,81.0,1
R8,System Downtime and AI Platform Unavailability,Technical,8.1293244375395,9.0,0.5149058935739226,3.8691866712331775,4.934355235448856,10.614509204240948,59.91765947841275,73.1639199378555,1
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,8.091046102164668,8.900339913827374,0.7546303267462897,6.108084890563915,3.4815625024988623,8.16333334361363,72.80554510883623,72.0130605677136,1
R7,Customer Data Breach and Information Security Risk,Cybersecurity,7.001737102530136,9.0,0.4469193224399434,3.47570834404261,4.184202227378839,10.242925868339581,52.388862744126,63.01563392277122,1
R14,"Regulatory Non-Compliance, Shadow AI and AI Governance Risk",Compliance,7.532859892813459,4.871572589586068,0.5301442794303144,1.941077408174449,2.3268749224449694,4.270474259307589,41.090401020847565,36.6968737750223,0
R8,System Downtime and AI Platform Unavailability,Technical,6.70851002100651,9.0,0.4503508534331115,4.4326646097779285,2.3534770456242127,11.394900391142528,54.182289769775196,60.37659018905859,1
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,7.374280055577306,8.921839700582828,0.7445834499848868,3.9044032985363133,6.2848019287057,8.437360325469095,72.85281079608083,65.79214456306575,1
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,6.727604029500191,9.0,0.5773606220649145,6.236117492225025,4.774288790762251,7.235880031497793,81.8750787122727,60.54843626550172,1
R8,System Downtime and AI Platform Unavailability,Technical,6.161612508882115,9.0,0.5477663207988027,4.778880702633124,5.8858943726444695,9.589476034258555,71.00124497800934,55.454512579939035,1
R14,"Regulatory Non-Compliance, Shadow AI and AI Governance Risk",Compliance,8.298738503943797,5.766862068761367,0.4042920120732017,1.6559419768368744,2.155460994419256,5.279527494156803,38.915567086458395,47.85768029696294,1
R5,"Inventory Forecast Error, Stockout Risk and Fulfillment Disruption",Operational,6.869084027230251,8.06854062192108,0.6648004490254097,5.666325905360496,4.68467823264975,9.453157121583772,86.41474074897012,55.42348350909653,1
R14,"Regulatory Non-Compliance, Shadow AI and AI Governance Risk",Compliance,7.452534891821335,6.8982090988736875,0.18829956974450485,2.3816939008063245,2.1154762912425893,5.551242531150587,30.18075258299575,51.40914400043557,1
